@relation Phishing.Detection

@attribute protocol {http,https,other}
@attribute FrequentTermsvsRegistrant integer
@attribute NOofDomainNamecandidatesinHostnameandContent integer
@attribute NOofDomainNamecandidatesinHostname integer
@attribute NumericHostname {true,false}
@attribute TitlevsRegistrant integer
@attribute TitlevsDomainNamecandidatesinHostname integer
@attribute FrequentTermsvsHostDomain integer
@attribute CopyrightvsRegistrant integer
@attribute DomainNamecandidatesinAnchorsvsRegistrant integer
@attribute phising {true,false}
@data 
http,11.0,1,1,false,28.0,31.0,14.0,-1.0,-1.0,true
http,10.0,0,0,false,25.0,30.0,12.0,-1.0,-1.0,true
http,10.0,0,0,false,24.0,33.0,15.0,-1.0,-1.0,true
http,10.0,0,0,false,24.0,33.0,15.0,-1.0,-1.0,true
http,12.0,0,0,false,26.0,36.0,18.0,-1.0,-1.0,true
http,11.0,0,0,false,25.0,32.0,14.0,-1.0,-1.0,true
http,-1.0,0,0,false,-1.0,77.0,3.0,-1.0,-1.0,true
http,7.0,0,0,false,21.0,49.0,19.0,-1.0,-1.0,true
http,9.0,1,1,false,21.0,37.0,27.0,10.0,-1.0,true
http,18.0,0,0,false,35.0,2.0,2.0,-1.0,26.0,true
http,9.0,1,1,false,18.0,31.0,21.0,-1.0,-1.0,true
http,9.0,1,1,false,18.0,31.0,21.0,-1.0,-1.0,true
http,10.0,0,0,false,100.0,106.0,12.0,-1.0,-1.0,true
http,9.0,1,1,false,43.0,49.0,11.0,11.0,16.0,true
http,12.0,2,2,false,22.0,28.0,18.0,-1.0,20.0,true
http,-1.0,0,0,false,-1.0,188.0,10.0,-1.0,-1.0,true
http,13.0,1,1,false,58.0,59.0,14.0,-1.0,-1.0,true
http,13.0,1,1,false,58.0,59.0,14.0,-1.0,-1.0,true
http,1.0,0,0,false,11.0,2.0,2.0,-1.0,8.0,true
http,9.0,1,1,false,24.0,32.0,17.0,-1.0,-1.0,true
http,9.0,1,1,false,24.0,32.0,17.0,-1.0,-1.0,true
http,10.0,1,1,false,34.0,46.0,4.0,-1.0,17.0,true
http,10.0,1,1,false,34.0,50.0,4.0,-1.0,17.0,true
http,13.0,1,1,false,36.0,36.0,13.0,-1.0,-1.0,true
http,13.0,1,1,false,36.0,36.0,13.0,-1.0,-1.0,true
http,11.0,0,0,false,25.0,33.0,19.0,-1.0,-1.0,true
http,-1.0,5,5,false,-1.0,18.0,9.0,-1.0,-1.0,true
http,47.0,1,1,false,62.0,37.0,3.0,49.0,54.0,true
