@relation Phishing.Detection

@attribute hostname string
 @attribute ipaddress {True,False}
 @attribute portNumber {True,False}
 @attribute protocol {http,https,other}
 @attribute domain_in_hostname {True,False}
 @attribute obfuscation_characters {True,False}
 @attribute subdomain_path {True,False}
 @attribute max_length integer
 @attribute phising {True,False}

 @data 
'ephrasolutions.co.za',False,False,http,False,False,False,8,True
'92.223.191.8',True,False,http,False,False,False,6,True
'92.223.191.8',True,False,http,False,False,False,6,True
'ansalatanya.com',False,False,http,False,False,False,0,True
'dedicishares-tripdailyview.rhcloud.com',False,False,http,False,False,False,9,True
'dedicishares-tripdailyview.rhcloud.com',False,False,http,False,False,False,0,True
'lp.swiatecznapozyczka.com',False,False,http,False,False,False,0,True
'paracadutismoskyfarm.com',False,False,http,False,False,False,6,True
'www.icyte.com',False,False,http,False,False,False,9,True
'dedicishares-tripdailyview.rhcloud.com',False,False,https,False,False,False,9,True
'dedicishares-tripdailyview.rhcloud.com',False,False,https,False,False,False,0,True
'scmvr.pt',False,False,http,False,False,False,13,True
's14061.vh.co.ru',False,False,http,False,False,False,11,True
'www.gobike.co.nz',False,False,http,False,False,False,0,True
'www.gmsz-marineandcontracting.com',False,False,http,False,False,False,4,True
'www.flowersnemotions.com',False,False,http,False,False,False,10,True
'facebook.com.unblock.today',False,False,http,False,False,False,0,True
'april.sandi.com.ua',False,False,http,False,False,False,8,True
'wf.mail.bonuc.ru.host1389136.serv53.hostland.pro',False,False,http,True,False,False,0,True
'www.twelveminutepayday.co',False,False,http,False,False,False,0,True
'nicholasmccarthy.co.uk',False,False,http,False,False,True,9,True
'alohakissphoto.com',False,False,http,False,False,False,11,True
'alohakissphoto.com',False,False,http,False,False,False,11,True
'www.thomasfredy.com',False,False,http,False,False,False,10,True
'psc.all4exam.com',False,False,http,False,False,False,32,True
'dombfitness.hu',False,False,http,False,True,False,11,True
'av-group.in',False,False,http,False,False,True,14,True
'stanislaw.lublin.pl',False,False,http,False,False,False,3,True
'www.thomasfredy.com',False,False,http,False,False,True,10,True
'www.thomasfredy.com',False,False,http,False,False,True,10,True
'www.boras-bloggen.se',False,False,http,False,False,False,8,True
'ivdel-school1.ru',False,False,http,False,False,False,13,True
'www.boras-bloggen.se',False,False,http,False,False,False,8,True
'iaas.tv',False,False,http,False,False,False,0,True
'nicholasmccarthy.co.uk',False,False,http,False,False,True,19,True
's14061.vh.co.ru',False,False,http,False,False,False,6,True
'www.flowersnemotions.com',False,False,http,False,False,False,10,True
'ephrasolutions.co.za',False,False,http,False,False,False,8,True
'www.kranskotaren.se',False,False,http,False,False,False,10,True
'psc.all4exam.com',False,False,http,False,False,False,32,True
'psc.all4exam.com',False,False,http,False,False,False,32,True
'psc.all4exam.com',False,False,http,False,False,False,32,True
'psc.all4exam.com',False,False,http,False,False,False,32,True
'psc.all4exam.com',False,False,http,False,False,False,2,True
'londtran.com.br',False,False,http,False,False,False,10,True
'londtran.com.br',False,False,http,False,False,False,6,True
'londtran.com.br',False,False,http,False,False,False,10,True
'londtran.com.br',False,False,http,False,False,False,6,True
'www.magnum.xtl.pl',False,False,http,False,False,True,5,True
's14061.vh.co.ru',False,False,http,False,False,True,11,True
'sergiocamaralopes.com.br',False,False,http,False,False,False,8,True
'www.warface.info',False,False,http,False,False,False,0,True
'119.18.57.67',True,False,http,False,False,False,9,True
'www.flowersnemotions.com',False,False,http,False,False,False,9,True
'goodstrong-pmdownfreshtip.rhcloud.com',False,False,http,False,False,False,16,True
'goodstrong-pmdownfreshtip.rhcloud.com',False,False,http,False,False,False,0,True
'jpeqea.needz.it',False,False,http,False,False,False,0,True
'frefga.digs.it',False,False,http,False,False,False,0,True
'119.18.57.68',True,False,http,False,False,False,9,True
'jaypalmeroguitars.com.ar',False,False,http,False,False,False,7,True
'jaypalmeroguitars.com.ar',False,False,http,False,False,False,5,True
'jaypalmeroguitars.com.ar',False,False,http,False,False,False,1,True
'goodstrong-pmdownfreshtip.rhcloud.com',False,False,https,False,False,False,16,True
'goodstrong-pmdownfreshtip.rhcloud.com',False,False,https,False,False,False,0,True
'62.76.5.152',True,False,http,False,False,True,20,True
'fanatiksport.ro',False,False,http,False,False,False,1,True
'fanatiksport.ro',False,False,http,False,False,False,0,True
'www.boras-bloggen.se',False,False,http,False,False,False,11,True
'www.optimus.ind.br',False,False,http,False,False,False,10,True
'www.optimus.ind.br',False,False,http,False,False,False,10,True
'i9eventos.com.br',False,False,http,False,False,False,0,True
'www.zenworld.ro',False,False,http,False,False,False,13,True
'nightslash.com',False,False,http,False,False,True,10,True
'nettechn.com',False,False,http,False,False,False,6,True
'remodelmegreen.com',False,False,http,False,False,False,3,True
'92.223.191.8',True,False,http,False,False,False,6,True
'92.223.191.8',True,False,http,False,False,False,6,True
'92.223.191.8',True,False,http,False,False,False,6,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'certified-commodity-sourcing.com',False,False,http,False,False,True,14,True
'www.finapizzadelivery.com.br',False,False,http,False,False,False,7,True
'jaypalmeroguitars.com.ar',False,False,http,False,False,False,5,True
'www.icyte.com',False,False,http,False,False,False,40,True
'mdafurniture.com',False,False,http,False,False,False,7,True
'sergiocamaralopes.com.br',False,False,http,False,False,True,8,True
'www.andersonsaccordion.com',False,False,http,False,False,False,14,True
'www.irts-lr.fr',False,False,http,False,False,True,32,True
'estampa.com',False,False,http,False,False,False,2,True
'195.88.16.142',True,False,http,False,False,False,10,True
'92.223.191.8',True,False,http,False,False,False,6,True
'92.223.191.8',True,False,http,False,False,False,6,True
'92.223.191.8',True,False,http,False,False,False,6,True
'92.223.191.8',True,False,http,False,False,False,6,True
'www.irts-lr.fr',False,False,http,False,False,True,32,True
'enginkuafor.com.tr',False,False,http,False,False,False,9,True
'm.proceranetworks.com',False,False,http,False,False,False,15,True
'119.18.57.65',True,False,http,False,False,False,8,True
'beenuinteriordesign.com',False,False,http,False,False,False,11,True
'enginkuafor.com.tr',False,False,http,False,False,False,9,True
'beenuinteriordesign.com',False,False,http,False,False,False,11,True
'mindfirst.com',False,False,http,False,False,False,11,True
'mindfirst.com',False,False,http,False,False,False,11,True
'www.enginkuafor.com.tr',False,False,http,False,False,False,9,True
'www.enginkuafor.com.tr',False,False,http,False,False,False,9,True
'church.moscowis.bget.ru',False,False,http,False,False,False,32,True
'church.moscowis.bget.ru',False,False,http,False,False,False,32,True
'janescottrocks.com',False,False,http,False,False,False,10,True
'janescottrocks.com',False,False,http,False,False,False,10,True
'ephrasolutions.co.za',False,False,http,False,False,False,8,True
'fcl.org.np',False,False,http,False,False,False,32,True
'www.flowersnemotions.com',False,False,http,False,False,False,9,True
'www.hechadao.com',False,False,http,False,False,False,2,True
'begrenset-konto.ga',False,False,http,False,False,True,14,True
'mindhypnoband.co.uk',False,False,http,False,False,False,21,True
'www.kranskotaren.se',False,False,http,False,False,False,10,True
'www.kranskotaren.se',False,False,http,False,False,False,10,True
'www.kranskotaren.se',False,False,http,False,False,False,10,True
'fcl.org.np',False,False,http,False,False,False,32,True
'www.cfisbd.com',False,False,http,False,False,False,0,True
'www.cfisbd.com',False,False,http,False,False,False,3,True
'www.zenworld.ro',False,False,http,False,False,False,13,True
'fcl.org.np',False,False,http,False,False,False,32,True
'activator.looksites.com.br',False,False,http,False,False,False,0,True
'www.kranskotaren.se',False,False,http,False,False,False,10,True
'www.set-box.pl',False,False,http,False,False,False,6,True
'www.ladiescircle.fr',False,False,http,False,False,False,6,True
'mercadeoen.com',False,False,http,False,False,False,3,True
'recadastroazul.com',False,False,http,False,False,False,10,True
'www.tz-slatina.hr',False,False,http,False,False,False,0,True
'streamline.prodejce.cz',False,False,http,False,False,False,17,True
'www.bronzetto.ro',False,False,http,False,False,False,5,True
'easternwindsymphony.org',False,False,http,False,False,False,11,True
'consciousdrift.com',False,False,http,False,False,False,3,True
'demdem11.playz.it',False,False,http,False,False,False,0,True
'wfpodarok2015.ru.host1389691.serv53.hostland.pro',False,False,http,True,False,False,0,True
'massey-ac-nz.jimdo.com',False,False,http,False,False,False,0,True
'nicholasmccarthy.co.uk',False,False,http,False,False,True,55,True
'mindfirst.com',False,False,http,False,False,False,8,True
'mindfirst.com',False,False,http,False,False,False,8,True
'davido323.singz.it',False,False,http,False,False,False,0,True
'consciousdrift.com',False,False,http,False,False,False,3,True
'fcl.org.np',False,False,http,False,False,False,32,True
'fcl.org.np',False,False,http,False,False,False,11,True
'www.flowersnemotions.com',False,False,http,False,False,False,9,True
'picardiamusical.com',False,False,http,False,False,False,7,True
'best-seller.mdafurniture.com',False,False,http,False,False,False,3,True
'nicholasmccarthy.co.uk',False,False,http,False,False,True,9,True
'espm.co.il',False,False,http,False,False,False,8,True
'colegiosanramonnonato.cl',False,False,http,False,False,False,7,True
'joomladojo.com.br',False,False,http,False,False,False,9,True
'joomladojo.com.br',False,False,http,False,False,False,9,True
'ip-97-74-56-138.ip.secureserver.net',False,False,http,False,False,True,8,True
'appleskinandhair.com',False,False,http,False,False,False,5,True
'makkiconstructions.com.au',False,False,http,False,False,False,9,True
'makkiconstructions.com.au',False,False,http,False,False,False,6,True
'shaety.com',False,False,http,False,False,False,3,True
'ltdtryforum.netne.net',False,False,http,False,False,False,0,True
'bbk-staff-faculty.bravesites.com',False,False,http,False,False,False,0,True
'www.st-pauls.leicester.sch.uk',False,False,http,True,False,False,10,True
'allstarprintz.com',False,False,http,False,False,False,53,True
'jodilipper.com',False,False,http,False,True,False,18,True
'www.dentaldiscounts.net',False,False,http,False,False,False,7,True
'planigra.kz',False,False,http,False,False,False,0,True
'joomladojo.com.br',False,False,http,False,False,False,9,True
'allstarprintz.com',False,False,http,False,False,False,53,True
'istikharaservices.com',False,False,http,False,False,False,10,True
'www.isisinternational.co.uk',False,False,http,False,False,False,8,True
'nicholasmccarthy.co.uk',False,False,http,False,False,True,19,True
'nicholasmccarthy.co.uk',False,False,http,False,False,False,9,True
'www.isisinternational.co.uk',False,False,http,False,False,False,8,True
'hotelrockcrystalgabiccemare.it',False,False,http,False,False,False,32,True
'bit.ly',False,False,http,False,False,False,0,True
'92.223.191.8',True,False,http,False,False,False,6,True
'92.223.191.8',True,False,http,False,False,False,6,True
'www.futuretech2u.com',False,False,http,False,False,False,20,True
'hotelrockcrystalgabiccemare.it',False,False,http,False,False,False,32,True
'aptech.ac.in',False,False,http,False,False,False,0,True
'a2aviation.com',False,False,http,False,False,False,6,True
'esvv.net',False,False,http,False,False,False,7,True
'www.farinapresse.it',False,False,http,False,False,False,11,True
'imagegroup.ws',False,False,http,False,False,False,8,True
'compinfo4biz.com',False,False,http,False,False,False,10,True
'www.reliablereachreview.com',False,False,http,False,False,False,7,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'kinfabrics.com',False,False,http,False,False,False,19,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'faizh.com',False,False,http,False,False,False,9,True
'user-change.com',False,False,http,False,False,False,6,True
'appleskinandhair.com',False,False,http,False,False,False,5,True
'supporto-apple.it',False,False,http,False,False,False,32,True
'195.88.16.142',True,False,http,False,False,False,10,True
'drive-google-com.fanalav.com',False,False,http,False,False,False,32,True
'drive-google-com.fanalav.com',False,False,http,False,False,False,0,True
'beadmill.in',False,False,http,False,False,False,8,True
'thrive-therapy.org',False,False,http,False,False,False,32,True
'www.lagevrette.be',False,False,http,False,False,False,10,True
'www.kaspen.com.br',False,False,http,False,False,False,0,True
'92.223.191.8',True,False,http,False,False,False,6,True
'92.223.191.8',True,False,http,False,False,False,6,True
'sumitsheoran.com',False,False,http,False,False,False,11,True
'sumitsheoran.com',False,False,http,False,False,False,11,True
'joysnet.co.uk',False,False,http,False,False,True,18,True
'parmar.org.uk',False,False,http,False,False,False,4,True
'morcov.hi2.ro',False,False,http,False,False,False,0,True
'methodoscont.com.br',False,False,http,False,False,False,9,True
'kinfabrics.com',False,False,http,False,False,False,17,True
'igrejabatistacentral.org.br',False,False,http,False,False,False,8,True
'welcomelucania.com',False,False,http,False,False,False,14,True
'incontinencesupportgroup.com',False,False,http,False,False,False,7,True
'sinawealthphotoblog.com',False,False,http,False,False,False,0,True
'sac-cielo.de.be',False,False,http,False,False,False,0,True
'opelkotsanidis.gr',False,False,http,False,False,False,0,True
'larklogistics.kz',False,False,http,False,False,False,3,True
'beadmill.in',False,False,http,False,False,False,8,True
'eset-me.com',False,False,http,False,False,False,0,True
'www.irts-lr.fr',False,False,http,False,False,False,32,True
'mdafurniture.com',False,False,http,False,False,False,7,True
'203.16.214.120',True,False,http,False,False,False,20,True
'a1laketahoevacationrentals.com',False,False,http,False,False,False,10,True
'www.cursos-galilea.com',False,False,http,False,False,False,11,True
'startingemailmarketing.com',False,False,http,False,False,False,4,True
'startingemailmarketing.com',False,False,http,False,False,False,4,True
'startingemailmarketing.com',False,False,http,False,False,False,4,True
'www.power-generator.jp',False,False,https,False,False,False,6,True
'crawfordballs.com',False,False,http,False,False,False,0,True
'ebay.lp2.zalinco.com',False,False,http,False,False,False,0,True
'www.rpjassociates.com',False,False,http,False,False,False,7,True
'old.tiffanydance.com',False,False,http,False,False,False,7,True
'119.18.57.69',True,False,http,False,False,False,9,True
'119.18.57.69',True,False,http,False,False,False,9,True
'imantagossip.far.ru',False,False,http,False,False,False,0,True
'www.sumitsheoran.com',False,False,http,False,False,False,11,True
'www.sumitsheoran.com',False,False,http,False,False,False,11,True
'kranskotaren.se',False,False,http,False,False,False,11,True
'jinnystore.com',False,False,http,False,False,False,8,True
'jinnystore.com',False,False,http,False,False,False,8,True
'kinfabrics.com',False,False,http,False,False,False,27,True
'www.power-generator.jp',False,False,https,False,False,False,6,True
'gidro-sistema.ru',False,False,http,False,False,False,14,True
'www.lavanderalaw.com',False,False,http,False,False,False,10,True
'wellsfargobilling.czweb.org',False,False,http,False,False,False,10,True
'wellsfargobilling.czweb.org',False,False,http,False,False,False,10,True
'wellsfargobilling.czweb.org',False,False,http,False,False,False,10,True
'www.alexma.com.ve',False,False,http,False,False,False,11,True
'pictus.fr',False,False,http,False,False,False,7,True
'www.cagdasyapiteknik.com.tr',False,False,http,False,False,False,11,True
'kranskotaren.se',False,False,http,False,True,False,11,True
'logs.ispeedegazine.com',False,False,http,False,False,False,0,True
'119.18.57.65',True,False,http,False,False,False,8,True
'javfree.jp',False,False,http,False,False,False,10,True
'mindfirst.com',False,False,http,False,False,False,8,True
'mindfirst.com',False,False,http,False,False,False,8,True
'www.welcomelucania.com',False,False,http,False,False,False,14,True
'makkiconstructions.com.au',False,False,http,False,False,False,14,True
'makkiconstructions.com.au',False,False,http,False,False,False,14,True
'www.worldslargestadpage.com',False,False,http,False,False,False,0,True
'threedanimate-pix.com',False,False,http,False,False,False,6,True
'threedanimate-pix.com',False,False,http,False,False,False,4,True
'oasisdelafaune.com',False,False,http,False,False,True,3,True
'sms-icloud.com',False,False,http,False,False,False,0,True
'wellsfargobilling.czweb.org',False,False,http,False,False,False,10,True
'mansmadlener.co.za',False,False,http,False,False,False,3,True
'mansmadlener.co.za',False,False,http,False,False,False,3,True
'mansmadlener.co.za',False,False,http,False,False,False,0,True
'www.clinicabrunomontenegro.com.br',False,False,http,False,False,False,2,True
'www.fashionclubbari.it',False,False,http,False,False,True,16,True
'childrenland.gr',False,False,http,False,False,False,0,True
'alexma.com.ve',False,False,http,False,False,False,11,True
'jinnystore.com',False,False,http,False,False,False,8,True
'195.88.16.142',True,False,http,False,False,False,10,True
'flysfc.com.au',False,False,http,False,False,False,10,True
'alscadvogados.com.br',False,False,http,False,False,True,10,True
'c3tec.org',False,False,http,False,False,False,8,True
'ddm.by',False,False,http,False,False,False,9,True
'makaracafe.com.tr',False,False,http,False,False,False,8,True
'bramwebinar.com',False,False,http,False,False,False,8,True
'ageukwyreforest.org.uk',False,False,http,False,False,False,32,True
'ageukwyreforest.org.uk',False,False,http,False,False,False,32,True
'flexim-e-shop.com',False,False,http,False,False,True,3,True
'appleskinandhair.com',False,False,http,False,False,True,3,True
'appleskinandhair.com',False,False,http,False,False,False,5,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'hotelsaintejeanne.com',False,False,http,False,False,False,9,True
'www.a1laketahoevacationrentals.com',False,False,http,False,False,False,10,True
'accounts.google.com',False,False,https,False,False,True,55,True
'newsalertsnewsday.com',False,False,http,False,False,False,27,True
'www.roadrunnernest.com',False,False,http,False,False,False,4,True
'www.nlnh.org',False,False,http,False,False,False,13,True
'http:',False,False,http,False,False,False,0,True
'wf.maul.ru.host1389391.serv53.hostland.pro',False,False,http,True,False,False,0,True
'societyofwellness.com',False,False,http,False,False,False,10,True
'sergiocamaralopes.com.br',False,False,http,False,False,True,8,True
'sergiocamaralopes.com.br',False,False,http,False,False,True,8,True
'ferrulway.by',False,False,http,False,False,False,5,True
'sergiocamaralopes.com.br',False,False,http,False,False,True,8,True
'sergiocamaralopes.com.br',False,False,http,False,False,False,8,True
'sergiocamaralopes.com.br',False,False,http,False,False,False,8,True
'sergiocamaralopes.com.br',False,False,http,False,False,True,8,True
'sergiocamaralopes.com.br',False,False,http,False,False,False,8,True
'goldenagehomecare.com',False,False,http,False,False,False,0,True
'sergiocamaralopes.com.br',False,False,http,False,False,True,8,True
'sergiocamaralopes.com.br',False,False,http,False,False,False,8,True
'bollabags-shop.com',False,False,http,False,False,True,2,True
'www.nuzips.com',False,False,http,False,False,True,14,True
'92.223.191.8',True,False,http,False,False,False,6,True
'www.nuzips.com',False,False,http,False,False,True,14,True
'4000simin.or.kr',False,False,http,False,False,False,8,True
'financialplanningmatters.com.au',False,False,http,False,False,False,3,True
'www.nuzips.com',False,False,http,False,False,True,14,True
'sdhvranov.cz',False,False,http,False,False,False,10,True
'www.kranskotaren.se',False,False,http,False,True,False,11,True
'www.kranskotaren.se',False,False,http,False,False,False,11,True
'lingeriefitter.com',False,False,http,False,False,False,10,True
'cure-detoxination.fr',False,False,http,False,False,False,6,True
'hopeandcareuganda.org',False,False,http,False,False,False,6,True
'lingeriefitter.com',False,False,http,False,False,False,10,True
'alibertis.gr',False,False,http,False,False,False,7,True
'www.goldenagehomecare.com',False,False,http,False,False,False,0,True
'hopeandcareuganda.org',False,False,http,False,False,False,6,True
'sergiocamaralopes.com.br',False,False,http,False,False,False,8,True
'sergiocamaralopes.com.br',False,False,http,False,False,False,8,True
'sergiocamaralopes.com.br',False,False,http,False,False,False,8,True
'www.nuortenstartti.org',False,False,http,False,False,False,11,True
'esvv.net',False,False,http,False,False,False,7,True
'france.r4ublog.org',False,False,http,False,False,False,10,True
'beadmill.in',False,False,http,False,False,False,8,True
'www.cnhedge.cn',False,False,http,False,False,True,20,True
'ip-97-74-56-138.ip.secureserver.net',False,False,http,False,False,True,8,True
'ip-97-74-56-138.ip.secureserver.net',False,False,http,False,False,False,8,True
'dropcanvas.com',False,False,http,False,False,False,5,True
'www.eseqmultimedia.net',False,False,http,False,False,True,15,True
'www.quiendicequenosepuede.com',False,False,http,False,False,False,5,True
'www.cultivia.tecnopop.com.br',False,False,http,True,False,False,8,True
'tridentcoveralls.com.au',False,False,http,False,False,False,5,True
'www.kukerandkessler.com',False,False,http,False,False,False,13,True
'matteandassociates.com',False,False,http,False,False,False,11,True
'vr19.ru',False,False,http,False,False,False,24,True
'sainsburys.pajmc.com',False,False,http,False,False,True,36,True
'www.sepco.com.pk',False,False,http,False,False,False,9,True
'buildsafe.com.au',False,False,http,False,False,False,8,True
'cedarena.org',False,False,http,False,False,False,8,True
'ebay.com-motors-category-listing86928364.besaba.com',False,False,http,False,False,False,24,True
'pulcrilin.net',False,False,http,False,False,False,100,True
'inkpresso.com',False,False,http,False,False,False,100,True
'grupoaltagracia.com',False,False,http,False,False,False,9,True
'grupoaltagracia.com',False,False,http,False,False,False,8,True
'welcomelucania.com',False,False,http,False,False,False,14,True
'cadillacoil.com',False,False,http,False,False,False,13,True
'bharatsahyog.com',False,False,http,False,False,False,11,True
'serilos.com.br',False,False,http,False,False,False,6,True
'kontoftp.biowin.pl',False,False,http,False,False,False,7,True
'adgallery.zenfs.com',False,False,http,False,False,False,4,True
'www.newsite.com.au',False,False,http,False,False,False,11,True
'www.residencialsantodomingo.com',False,False,http,False,False,False,5,True
'amir-harel.co.il',False,False,http,False,False,False,10,True
'www.newsite.com.au',False,False,http,False,False,False,11,True
'colarulli.com',False,False,http,False,False,True,31,True
'www.gvoreview.net',False,False,http,False,False,False,3,True
'weatherhealthdaily-depappgogdoc.rhcloud.com',False,False,http,False,False,False,8,True
'huevossantarita.com',False,False,http,False,False,False,3,True
'www.welcomelucania.com',False,False,http,False,False,False,14,True
'drive-google-com.fanalav.com',False,False,http,False,False,False,32,True
'drive-google-com.fanalav.com',False,False,http,False,False,False,0,True
'transportestejeda.com',False,False,http,False,False,False,100,True
'sunterrapartners.com',False,False,http,False,False,False,8,True
'joelblock.com',False,False,http,False,False,False,3,True
'joelblock.com',False,False,http,False,False,False,17,True
'www.cadillacoil.com',False,False,http,False,False,False,13,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'adgallery.zenfs.com',False,False,http,False,False,False,4,True
'195.88.16.142',True,False,http,False,False,False,10,True
'pirteknz.bam-dev.com',False,False,http,False,False,False,10,True
'webmasterforumsonline.com',False,False,http,False,False,False,0,True
'guatemalaexpo.com',False,False,http,False,False,False,0,True
'construobrasjorges.com',False,False,http,False,False,False,100,True
'www.tvrey.com.mx',False,False,http,False,False,False,100,True
'kontoftp.biowin.pl',False,False,http,False,False,False,7,True
'www.delatierra.com.mx',False,False,http,False,False,True,8,True
'olamide1.gorrosrocky.com',False,False,http,False,False,False,5,True
'pocketsnookerclub.co.uk',False,False,http,False,False,False,32,True
'inestemple.com',False,False,http,False,False,False,27,True
'machupicchuet.com',False,False,http,False,False,False,0,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'pirteknz.bam-dev.com',False,False,http,False,False,False,0,True
'the-bargain-center.com',False,False,http,False,False,False,10,True
'natalifoods.craftivewebdesign.com',False,False,http,False,False,False,5,True
'natalifoods.craftivewebdesign.com',False,False,http,False,False,False,5,True
'naascns.ie',False,False,http,False,False,False,3,True
'woodworkingwithhandtools.net',False,False,http,False,False,False,7,True
'www.colescornerimages.com',False,False,http,False,False,True,3,True
'psc.all4exam.com',False,False,http,False,False,False,2,True
'psc.all4exam.com',False,False,http,False,False,False,2,True
'psc.all4exam.com',False,False,http,False,False,False,2,True
'psc.all4exam.com',False,False,http,False,False,False,2,True
'psc.all4exam.com',False,False,http,False,False,False,2,True
'mohimeed.com.sa',False,False,http,False,False,False,4,True
'psc.all4exam.com',False,False,http,False,False,False,32,True
'psc.all4exam.com',False,False,http,False,False,False,32,True
'sunterrapartners.com',False,False,http,False,False,False,8,True
'sunterrapartners.com',False,False,http,False,False,False,8,True
'unifi-tm.com.my',False,False,http,False,False,False,10,True
'unifi-tm.com.my',False,False,http,False,False,False,10,True
'www.580clean.com',False,False,http,False,False,True,20,True
'arsactextil.com',False,False,http,False,False,True,187,True
'kalamiskurye.com',False,False,http,False,False,False,3,True
'www.welcomelucania.com',False,False,http,False,False,False,14,True
'webmasterforumsonline.com',False,False,http,False,False,False,4,True
'www.sumitsheoran.com',False,False,http,False,False,False,11,True
'delatierra.com.mx',False,False,http,False,False,False,8,True
'eurokruna.com',False,False,http,False,False,False,2,True
'www.delatierra.com.mx',False,False,http,False,False,True,8,True
'desimedia.org',False,False,http,False,False,False,8,True
'shaety.com',False,False,http,False,False,False,4,True
'www.globaltrend.ae',False,False,http,False,False,False,11,True
'workmind.it',False,False,http,False,False,False,5,True
'natalifoods.craftivewebdesign.com',False,False,http,False,False,False,5,True
'sodeco.home.pl',False,False,http,False,False,False,5,True
'punteeproducts.ie',False,False,http,False,False,False,6,True
'pirteknz.bam-dev.com',False,False,http,False,False,False,0,True
'net149-220.mclink.it',False,False,http,False,False,False,10,True
'www.hdyabancidizi.org',False,False,http,False,False,False,6,True
'frontlinestore.the-bargain-center.com',False,False,http,False,False,False,9,True
'www.bronzetto.ro',False,False,http,False,False,True,5,True
'www.newsite.com.au',False,False,http,False,False,False,11,True
'www.newsite.com.au',False,False,http,False,False,False,11,True
'www.griffinsco.org',False,False,http,False,False,False,3,True
'divinoca.com',False,False,http,False,False,False,7,True
'divinoca.com',False,False,http,False,False,False,4,True
'punteeproducts.ie',False,False,http,False,False,False,10,True
'popupbarbados.com',False,False,http,False,False,False,11,True
'92.223.191.8',True,False,http,False,False,False,6,True
'92.223.191.8',True,False,http,False,False,False,6,True
'www.nfchakgroup.com',False,False,http,False,False,True,11,True
'antropologiafisica.cl',False,False,http,False,False,False,7,True
'eboso.iriswebinfotech.com',False,False,http,False,False,False,0,True
'site.siaraya.com',False,False,http,False,False,False,10,True
'punteeproducts.ie',False,False,http,False,False,False,6,True
'iisolutions.md',False,False,http,False,False,False,5,True
'dailyupdatefresh-langtipsharing.rhcloud.com',False,False,https,False,False,False,0,True
'www.bronzetto.ro',False,False,http,False,False,False,5,True
'dailyupdatefresh-langtipsharing.rhcloud.com',False,False,http,False,False,False,8,True
'dailyupdatefresh-langtipsharing.rhcloud.com',False,False,http,False,False,False,0,True
'asesoresenseguridaddigital.com.mx',False,False,http,False,False,False,9,True
'confidential-7636573.detailsindia.in',False,False,http,False,False,False,5,True
'www.alvimarimoveis.com.br',False,False,http,False,False,False,11,True
'www.shahclinic.in',False,False,http,False,False,False,6,True
'aspirewireless.co.ke',False,False,http,False,False,False,9,True
'cedarena.org',False,False,http,False,False,False,8,True
'www.nuortenstartti.org',False,False,http,False,False,False,11,True
'www.cooperativehabitation.coop',False,False,http,False,False,False,10,True
'tr.im',False,False,http,False,False,False,0,True
'battlefield-hardline.pl',False,False,http,False,False,False,10,True
'dailyupdatefresh-langtipsharing.rhcloud.com',False,False,https,False,False,False,8,True
'terapiafloralsolidaria.com',False,False,http,False,False,False,12,True
'buildsafe.com.au',False,False,http,False,False,True,16,True
'slupt.upt.ro',False,False,http,False,False,False,6,True
'xchangsowa.jimdo.com',False,False,http,False,False,False,0,True
'www.jeanjacquesbridey.fr',False,False,http,False,False,False,9,True
'ip-160-153-76-20.ip.secureserver.net',False,False,http,False,False,False,6,True
'bluga.com.ar',False,False,http,False,False,False,10,True
'electriceelcalgary.com',False,False,http,False,False,False,7,True
'mansmadlener.co.za',False,False,http,False,False,False,3,True
'christmasgiftshelf.co.uk',False,False,http,False,False,False,2,True
'meemee.in',False,False,http,False,False,False,8,True
'brkotomotiv.com',False,False,http,False,False,True,8,True
'whatsuptechies.com',False,False,http,False,False,False,6,True
'www.svierge-pp.wz.cz',False,False,http,False,False,False,4,True
'delatierra.com.mx',False,False,http,False,False,True,8,True
'delatierra.com.mx',False,False,http,False,False,False,8,True
'freddoegypt.com',False,False,http,False,False,False,32,True
'www.delatierra.com.mx',False,False,http,False,False,True,8,True
'rss.lvh.org',False,False,http,False,False,True,64,True
'www.thegroundmag.com',False,False,http,False,False,True,16,True
'119.18.57.69',True,False,http,False,False,False,9,True
